time,close,Kalman,Kalman Filter,Kalman Filter
2024-04-29,0.10324,NaN,NaN,NaN
2024-04-30,0.09371,NaN,NaN,NaN
2024-05-01,0.09949,NaN,NaN,NaN
2024-05-02,0.10033,NaN,NaN,NaN
2024-05-03,0.11131,NaN,NaN,NaN
2024-05-04,0.10911,NaN,NaN,NaN
2024-05-05,0.11018,NaN,NaN,NaN
2024-05-06,0.1138,NaN,NaN,NaN
2024-05-07,0.10789,NaN,NaN,NaN
2024-05-08,0.10586,NaN,NaN,NaN
2024-05-09,0.11058,NaN,NaN,NaN
2024-05-10,0.10574,NaN,NaN,NaN
2024-05-11,0.10664,NaN,NaN,NaN
2024-05-12,0.10871,NaN,NaN,NaN
2024-05-13,0.10753,NaN,NaN,NaN
2024-05-14,0.10529,NaN,NaN,NaN
2024-05-15,0.11091,NaN,NaN,NaN
2024-05-16,0.11231,NaN,NaN,NaN
2024-05-17,0.11492,NaN,NaN,NaN
2024-05-18,0.11459,NaN,NaN,NaN
2024-05-19,0.11101,NaN,NaN,NaN
2024-05-20,0.11754,NaN,NaN,NaN
2024-05-21,0.11507,NaN,NaN,NaN
2024-05-22,0.11337,NaN,NaN,NaN
2024-05-23,0.10898,NaN,NaN,NaN
2024-05-24,0.10792,NaN,NaN,NaN
2024-05-25,0.10861,NaN,NaN,NaN
2024-05-26,0.10679,NaN,NaN,NaN
2024-05-27,0.10679,NaN,NaN,NaN
2024-05-28,0.10446,NaN,NaN,NaN
2024-05-29,0.10315,NaN,NaN,NaN
2024-05-30,0.10068,NaN,NaN,NaN
2024-05-31,0.10011,NaN,NaN,NaN
2024-06-01,0.09991,NaN,NaN,NaN
2024-06-02,0.09914,NaN,NaN,NaN
2024-06-03,0.10136,NaN,NaN,NaN
2024-06-04,0.10239,NaN,NaN,NaN
2024-06-05,0.10459,NaN,NaN,NaN
2024-06-06,0.10138,NaN,NaN,NaN
2024-06-07,0.09393,NaN,NaN,NaN
2024-06-08,0.09017,NaN,NaN,NaN
2024-06-09,0.09148,NaN,NaN,NaN
2024-06-10,0.0892,NaN,NaN,NaN
2024-06-11,0.0873,NaN,NaN,NaN
2024-06-12,0.09173,NaN,NaN,NaN
2024-06-13,0.0884,NaN,NaN,NaN
2024-06-14,0.08636,NaN,NaN,NaN
2024-06-15,0.08485,NaN,NaN,NaN
2024-06-16,0.08638,NaN,NaN,NaN
2024-06-17,0.08015,NaN,NaN,NaN
2024-06-18,0.07761,NaN,NaN,NaN
2024-06-19,0.08055,NaN,NaN,NaN
2024-06-20,0.08043,NaN,NaN,NaN
2024-06-21,0.07875,NaN,NaN,NaN
2024-06-22,0.07782,NaN,NaN,NaN
2024-06-23,0.07635,NaN,NaN,NaN
2024-06-24,0.07751,NaN,NaN,NaN
2024-06-25,0.07883,NaN,NaN,NaN
2024-06-26,0.07623,NaN,NaN,NaN
2024-06-27,0.07859,NaN,NaN,NaN
2024-06-28,0.07682,NaN,NaN,NaN
2024-06-29,0.07611,NaN,NaN,NaN
2024-06-30,0.07664,NaN,NaN,NaN
2024-07-01,0.07649,NaN,NaN,NaN
2024-07-02,0.07804,NaN,NaN,NaN
2024-07-03,0.07214,NaN,NaN,NaN
2024-07-04,0.06635,NaN,NaN,NaN
2024-07-05,0.06715,NaN,NaN,NaN
2024-07-06,0.07003,NaN,NaN,NaN
2024-07-07,0.06465,NaN,NaN,NaN
2024-07-08,0.06637,NaN,NaN,NaN
2024-07-09,0.0678,NaN,NaN,NaN
2024-07-10,0.06645,NaN,NaN,NaN
2024-07-11,0.06563,NaN,NaN,NaN
2024-07-12,0.06736,NaN,NaN,NaN
2024-07-13,0.07145,NaN,NaN,NaN
2024-07-14,0.07215,NaN,NaN,NaN
2024-07-15,0.07827,NaN,NaN,NaN
2024-07-16,0.07664,NaN,NaN,NaN
2024-07-17,0.07534,NaN,NaN,NaN
2024-07-18,0.07275,NaN,NaN,NaN
2024-07-19,0.07466,NaN,NaN,NaN
2024-07-20,0.07469,NaN,NaN,NaN
2024-07-21,0.07478,NaN,NaN,NaN
2024-07-22,0.07078,NaN,NaN,NaN
2024-07-23,0.06827,NaN,NaN,NaN
2024-07-24,0.06646,NaN,NaN,NaN
2024-07-25,0.06599,NaN,NaN,NaN
2024-07-26,0.06843,NaN,NaN,NaN
2024-07-27,0.06872,NaN,NaN,NaN
2024-07-28,0.06759,NaN,NaN,NaN
2024-07-29,0.06709,NaN,NaN,NaN
2024-07-30,0.06595,NaN,NaN,NaN
2024-07-31,0.06292,NaN,NaN,NaN
2024-08-01,0.06331,NaN,NaN,NaN
2024-08-02,0.05939,NaN,NaN,NaN
2024-08-03,0.05825,NaN,NaN,NaN
2024-08-04,0.05529,NaN,NaN,NaN
2024-08-05,0.05212,NaN,NaN,NaN
2024-08-06,0.05514,NaN,NaN,NaN
2024-08-07,0.05149,NaN,NaN,NaN
2024-08-08,0.05911,NaN,NaN,NaN
2024-08-09,0.05631,NaN,NaN,NaN
2024-08-10,0.05596,NaN,NaN,NaN
2024-08-11,0.05264,NaN,NaN,NaN
2024-08-12,0.05392,NaN,NaN,NaN
2024-08-13,0.05429,NaN,NaN,NaN
2024-08-14,0.05365,NaN,NaN,NaN
2024-08-15,0.05191,NaN,NaN,NaN
2024-08-16,0.05191,NaN,NaN,NaN
2024-08-17,0.05258,NaN,NaN,NaN
2024-08-18,0.05307,NaN,NaN,NaN
2024-08-19,0.05431,NaN,NaN,NaN
2024-08-20,0.05369,NaN,NaN,NaN
2024-08-21,0.05475,NaN,NaN,NaN
2024-08-22,0.05524,NaN,NaN,NaN
2024-08-23,0.05957,NaN,NaN,NaN
2024-08-24,0.06048,NaN,NaN,NaN
2024-08-25,0.05901,NaN,NaN,NaN
2024-08-26,0.05594,NaN,NaN,NaN
2024-08-27,0.05256,NaN,NaN,NaN
2024-08-28,0.05127,NaN,NaN,NaN
2024-08-29,0.05115,NaN,NaN,NaN
2024-08-30,0.05132,NaN,NaN,NaN
2024-08-31,0.05002,NaN,NaN,NaN
2024-09-01,0.04796,NaN,NaN,NaN
2024-09-02,0.05082,NaN,NaN,NaN
2024-09-03,0.04887,NaN,NaN,NaN
2024-09-04,0.04934,NaN,NaN,NaN
2024-09-05,0.04814,NaN,NaN,NaN
2024-09-06,0.04719,NaN,NaN,NaN
2024-09-07,0.04861,NaN,NaN,NaN
2024-09-08,0.0495,NaN,NaN,NaN
2024-09-09,0.05105,NaN,NaN,NaN
2024-09-10,0.0509,NaN,NaN,NaN
2024-09-11,0.05003,NaN,NaN,NaN
2024-09-12,0.05065,NaN,NaN,NaN
2024-09-13,0.05241,NaN,NaN,NaN
2024-09-14,0.05167,NaN,NaN,NaN
2024-09-15,0.0501,NaN,NaN,NaN
2024-09-16,0.04954,NaN,NaN,NaN
2024-09-17,0.04993,NaN,NaN,NaN
2024-09-18,0.05074,NaN,NaN,NaN
2024-09-19,0.05168,NaN,NaN,NaN
2024-09-20,0.05288,NaN,NaN,NaN
2024-09-21,0.0561,NaN,NaN,NaN
2024-09-22,0.05378,NaN,NaN,NaN
2024-09-23,0.05791,NaN,NaN,NaN
2024-09-24,0.05773,NaN,NaN,NaN
2024-09-25,0.0585,NaN,NaN,NaN
2024-09-26,0.06173,NaN,NaN,NaN
2024-09-27,0.06188,NaN,NaN,NaN
2024-09-28,0.0612,NaN,NaN,NaN
2024-09-29,0.0615,NaN,NaN,NaN
2024-09-30,0.05744,NaN,NaN,NaN
2024-10-01,0.05282,NaN,NaN,NaN
2024-10-02,0.05157,NaN,NaN,NaN
2024-10-03,0.05174,NaN,NaN,NaN
2024-10-04,0.05477,NaN,NaN,NaN
2024-10-05,0.05311,NaN,NaN,NaN
2024-10-06,0.05429,NaN,NaN,NaN
2024-10-07,0.05241,NaN,NaN,NaN
2024-10-08,0.05232,NaN,NaN,NaN
2024-10-09,0.05021,NaN,NaN,NaN
2024-10-10,0.05032,NaN,NaN,NaN
2024-10-11,0.0514,NaN,NaN,NaN
2024-10-12,0.05154,NaN,NaN,NaN
2024-10-13,0.05124,NaN,NaN,NaN
2024-10-14,0.05347,NaN,NaN,NaN
2024-10-15,0.05612,NaN,NaN,NaN
2024-10-16,0.05344,NaN,NaN,NaN
2024-10-17,0.05108,NaN,NaN,NaN
2024-10-18,0.0518,NaN,NaN,NaN
2024-10-19,0.05341,NaN,NaN,NaN
2024-10-20,0.0559,NaN,NaN,NaN
2024-10-21,0.05285,NaN,NaN,NaN
2024-10-22,0.05255,NaN,NaN,NaN
2024-10-23,0.05132,NaN,NaN,NaN
2024-10-24,0.05113,NaN,NaN,NaN
2024-10-25,0.04781,NaN,NaN,NaN
2024-10-26,0.04819,NaN,NaN,NaN
2024-10-27,0.04884,NaN,NaN,NaN
2024-10-28,0.04882,NaN,NaN,NaN
2024-10-29,0.04968,NaN,NaN,NaN
2024-10-30,0.04857,NaN,NaN,NaN
2024-10-31,0.04626,NaN,NaN,NaN
2024-11-01,0.04559,NaN,NaN,NaN
2024-11-02,0.04502,NaN,NaN,NaN
2024-11-03,0.04289,NaN,NaN,NaN
2024-11-04,0.04252,NaN,NaN,NaN
2024-11-05,0.04611,NaN,NaN,NaN
2024-11-06,0.049,NaN,NaN,NaN
2024-11-07,0.0493,NaN,NaN,NaN
2024-11-08,0.05218,NaN,NaN,NaN
2024-11-09,0.05278,NaN,NaN,NaN
2024-11-10,0.05493,NaN,NaN,NaN
2024-11-11,0.05841,NaN,NaN,NaN
2024-11-12,0.06471,NaN,NaN,NaN
2024-11-13,0.05951,NaN,NaN,NaN
2024-11-14,0.06389,NaN,NaN,NaN
2024-11-15,0.07246,NaN,NaN,NaN
2024-11-16,0.09022,NaN,NaN,NaN
2024-11-17,0.09022,NaN,NaN,NaN
2024-11-18,0.1443,NaN,NaN,NaN
2024-11-19,0.13332,NaN,NaN,NaN
2024-11-20,0.12182,NaN,NaN,NaN
2024-11-21,0.12687,NaN,NaN,NaN
2024-11-22,0.14708,NaN,NaN,NaN
2024-11-23,0.15456,NaN,NaN,NaN
2024-11-24,0.14716,NaN,NaN,NaN
2024-11-25,0.13486,NaN,NaN,NaN
2024-11-26,0.13922,NaN,NaN,NaN
2024-11-27,0.14189,NaN,NaN,NaN
2024-11-28,0.14481,NaN,NaN,NaN
2024-11-29,0.17793,NaN,NaN,NaN
2024-11-30,0.17037,NaN,NaN,NaN
2024-12-01,0.20868,NaN,NaN,NaN
2024-12-02,0.31165,NaN,NaN,NaN
2024-12-03,0.31468,NaN,NaN,NaN
2024-12-04,0.28818,NaN,NaN,NaN
2024-12-05,0.29237,NaN,NaN,NaN
2024-12-06,0.36801,NaN,NaN,NaN
2024-12-07,0.3325,NaN,NaN,NaN
2024-12-08,0.33316,NaN,NaN,NaN
2024-12-09,0.28031,NaN,NaN,NaN
2024-12-10,0.29028,NaN,NaN,NaN
2024-12-11,0.29913,NaN,NaN,NaN
2024-12-12,0.29153,NaN,NaN,NaN
2024-12-13,0.31459,NaN,NaN,NaN
2024-12-14,0.29432,NaN,NaN,NaN
2024-12-15,0.29605,NaN,NaN,NaN
2024-12-16,0.28248,NaN,NaN,NaN
2024-12-17,0.28471,NaN,NaN,NaN
2024-12-18,0.27245,NaN,NaN,NaN
2024-12-19,0.26748,NaN,NaN,NaN
2024-12-20,0.27084,NaN,NaN,NaN
2024-12-21,0.25381,NaN,NaN,NaN
2024-12-22,0.26537,NaN,NaN,NaN
2024-12-23,0.29135,NaN,NaN,NaN
2024-12-24,0.32859,NaN,NaN,NaN
2024-12-25,0.31294,NaN,NaN,NaN
2024-12-26,0.28429,NaN,NaN,NaN
2024-12-27,0.27636,NaN,NaN,NaN
2024-12-28,0.29385,NaN,NaN,NaN
2024-12-29,0.27836,NaN,NaN,NaN
2024-12-30,0.27801,NaN,NaN,NaN
2024-12-31,0.26839,NaN,NaN,NaN
2025-01-01,0.29424,NaN,NaN,NaN
2025-01-02,0.2919,NaN,NaN,NaN
2025-01-03,0.3136,NaN,NaN,NaN
2025-01-04,0.30588,NaN,NaN,NaN
2025-01-05,0.30135,NaN,NaN,NaN
2025-01-06,0.30828,NaN,NaN,NaN
2025-01-07,0.28916,NaN,NaN,NaN
2025-01-08,0.28492,NaN,NaN,NaN
2025-01-09,0.26879,NaN,NaN,NaN
2025-01-10,0.28164,NaN,NaN,NaN
2025-01-11,0.292,NaN,NaN,NaN
2025-01-12,0.278,NaN,NaN,NaN
2025-01-13,0.27511,NaN,NaN,NaN
2025-01-14,0.28705,NaN,NaN,NaN
2025-01-15,0.32235,NaN,NaN,NaN
2025-01-16,0.36284,NaN,NaN,NaN
2025-01-17,0.37477,NaN,NaN,NaN
2025-01-18,0.3544,NaN,NaN,NaN
2025-01-19,0.326,NaN,NaN,NaN
2025-01-20,0.34177,NaN,NaN,NaN
2025-01-21,0.33786,NaN,NaN,NaN
2025-01-22,0.32589,NaN,NaN,NaN
2025-01-23,0.3281,NaN,NaN,NaN
2025-01-24,0.32696,NaN,NaN,NaN
2025-01-25,0.33225,NaN,NaN,NaN
2025-01-26,0.32287,NaN,NaN,NaN
2025-01-27,0.31467,NaN,NaN,NaN
2025-01-28,0.29887,NaN,NaN,NaN
2025-01-29,0.30886,NaN,NaN,NaN
2025-01-30,0.316,NaN,NaN,NaN
2025-01-31,0.30662,NaN,NaN,NaN
2025-02-01,0.28499,NaN,NaN,NaN
2025-02-02,0.25317,NaN,NaN,NaN
2025-02-03,0.27522,NaN,NaN,NaN
2025-02-04,0.25017,NaN,NaN,NaN
2025-02-05,0.23863,NaN,NaN,NaN
2025-02-06,0.22866,NaN,NaN,NaN
2025-02-07,0.23281,NaN,NaN,NaN
2025-02-08,0.23421,NaN,NaN,NaN
2025-02-09,0.22919,NaN,NaN,NaN
2025-02-10,0.23191,NaN,NaN,NaN
2025-02-11,0.22876,NaN,NaN,NaN
2025-02-12,0.23526,NaN,NaN,NaN
2025-02-13,0.22549,NaN,NaN,NaN
2025-02-14,0.23084,NaN,NaN,NaN
2025-02-15,0.22932,NaN,NaN,NaN
2025-02-16,0.22009,NaN,NaN,NaN
2025-02-17,0.21244,NaN,NaN,NaN
2025-02-18,0.20689,NaN,NaN,NaN
2025-02-19,0.21577,NaN,NaN,NaN
2025-02-20,0.22246,NaN,NaN,NaN
2025-02-21,0.21432,NaN,NaN,NaN
2025-02-22,0.21648,NaN,NaN,NaN
2025-02-23,0.21117,NaN,NaN,NaN
2025-02-24,0.19647,NaN,NaN,NaN
2025-02-25,0.1982,NaN,NaN,NaN
2025-02-26,0.1959,NaN,NaN,NaN
2025-02-27,0.19951,NaN,NaN,NaN
2025-02-28,0.21344,NaN,NaN,NaN
2025-03-01,0.25265,NaN,NaN,NaN
2025-03-02,0.26411,NaN,NaN,NaN
2025-03-03,0.22321,NaN,NaN,NaN
2025-03-04,0.24137,NaN,NaN,NaN
2025-03-05,0.24918,NaN,NaN,NaN
2025-03-06,0.23771,NaN,NaN,NaN
2025-03-07,0.23251,NaN,NaN,NaN
2025-03-08,0.22703,NaN,NaN,NaN
2025-03-09,0.19936,NaN,NaN,NaN
2025-03-10,0.18936,NaN,NaN,NaN
2025-03-11,0.19713,NaN,NaN,NaN
2025-03-12,0.20087,NaN,NaN,NaN
2025-03-13,0.18929,NaN,NaN,NaN
2025-03-14,0.19099,NaN,NaN,NaN
2025-03-15,0.1928,NaN,NaN,NaN
2025-03-16,0.18479,NaN,NaN,NaN
2025-03-17,0.19151,NaN,NaN,NaN
2025-03-18,0.18839,NaN,NaN,NaN
2025-03-19,0.19755,NaN,NaN,NaN
2025-03-20,0.18991,NaN,NaN,NaN
2025-03-21,0.18454,NaN,NaN,NaN
2025-03-22,0.18268,NaN,NaN,NaN
2025-03-23,0.18594,NaN,NaN,NaN
2025-03-24,0.19314,NaN,NaN,NaN
2025-03-25,0.19473,NaN,NaN,NaN
2025-03-26,0.19177,NaN,NaN,NaN
2025-03-27,0.19354,NaN,NaN,NaN
2025-03-28,0.18226,NaN,NaN,NaN
2025-03-29,0.17202,NaN,NaN,NaN
2025-03-30,0.16767,NaN,NaN,NaN
2025-03-31,0.1631,NaN,NaN,NaN
2025-04-01,0.17019,NaN,NaN,NaN
2025-04-02,0.16133,NaN,NaN,NaN
2025-04-03,0.16257,NaN,NaN,NaN
2025-04-04,0.16424,NaN,NaN,NaN
2025-04-05,0.16211,NaN,NaN,NaN
2025-04-06,0.14,NaN,NaN,NaN
2025-04-07,0.15249,NaN,NaN,NaN
2025-04-08,0.14596,NaN,NaN,NaN
2025-04-09,0.16871,NaN,NaN,NaN
2025-04-10,0.16777,NaN,NaN,NaN
2025-04-11,0.16745,NaN,NaN,NaN
2025-04-12,0.17702,NaN,NaN,NaN
2025-04-13,0.16522,NaN,NaN,NaN
2025-04-14,0.16523,NaN,NaN,NaN
2025-04-15,0.15702,NaN,NaN,NaN
2025-04-16,0.15747,NaN,NaN,NaN
2025-04-17,0.16304,NaN,NaN,NaN
2025-04-18,0.16515,NaN,NaN,NaN
2025-04-19,0.16695,NaN,NaN,NaN
2025-04-20,0.16604,NaN,NaN,NaN
2025-04-21,0.1692,NaN,NaN,NaN
2025-04-22,0.18144,NaN,NaN,NaN
2025-04-23,0.18049,NaN,NaN,NaN
2025-04-24,0.18846,NaN,NaN,NaN
2025-04-25,0.19266,NaN,NaN,NaN
2025-04-26,0.19164,NaN,NaN,NaN
2025-04-27,0.19039,NaN,NaN,NaN
2025-04-28,0.19083,NaN,NaN,NaN
2025-04-29,0.18616,NaN,NaN,NaN
2025-04-30,0.18208,NaN,NaN,NaN
2025-05-01,0.18604,NaN,NaN,NaN
2025-05-02,0.18707,NaN,NaN,NaN
2025-05-03,0.18028,NaN,NaN,NaN
2025-05-04,0.1761,NaN,NaN,NaN
2025-05-05,0.17348,NaN,NaN,NaN
2025-05-06,0.17711,NaN,NaN,NaN
2025-05-07,0.17575,NaN,NaN,NaN
2025-05-08,0.19528,NaN,NaN,NaN
2025-05-09,0.20252,NaN,NaN,NaN
2025-05-10,0.21919,NaN,NaN,NaN
2025-05-11,0.20693,NaN,NaN,NaN
2025-05-12,0.21504,NaN,NaN,NaN
2025-05-13,0.21616,NaN,NaN,NaN
2025-05-14,0.20614,NaN,NaN,NaN
2025-05-15,0.19811,NaN,NaN,NaN
2025-05-16,0.19562,NaN,NaN,NaN
2025-05-17,0.19109,NaN,NaN,NaN
2025-05-18,0.19694,NaN,NaN,NaN
2025-05-19,0.19402,NaN,NaN,NaN
2025-05-20,0.19497,NaN,NaN,NaN
2025-05-21,0.19809,NaN,NaN,NaN
2025-05-22,0.20471,NaN,NaN,NaN
2025-05-23,0.19058,NaN,NaN,NaN
2025-05-24,0.18851,NaN,NaN,NaN
2025-05-25,0.18813,NaN,NaN,NaN
2025-05-26,0.18597,NaN,NaN,NaN
2025-05-27,0.18737,NaN,NaN,NaN
2025-05-28,0.18608,NaN,NaN,NaN
2025-05-29,0.17967,NaN,NaN,NaN
2025-05-30,0.16738,NaN,NaN,NaN
2025-05-31,0.16755,NaN,NaN,NaN
2025-06-01,0.16882,NaN,NaN,NaN
2025-06-02,0.17148,NaN,NaN,NaN
2025-06-03,0.17197,NaN,NaN,NaN
2025-06-04,0.16715,NaN,NaN,NaN
2025-06-05,0.1595,NaN,NaN,NaN
2025-06-06,0.16456,NaN,NaN,NaN
2025-06-07,0.16888,NaN,NaN,NaN
2025-06-08,0.16939,NaN,NaN,NaN
2025-06-09,0.17798,NaN,NaN,NaN
2025-06-10,0.18008,NaN,NaN,NaN
2025-06-11,0.17293,NaN,NaN,NaN
2025-06-12,0.16297,NaN,NaN,NaN
2025-06-13,0.15909,NaN,NaN,NaN
2025-06-14,0.15507,NaN,NaN,NaN
2025-06-15,0.15446,NaN,NaN,NaN
2025-06-16,0.15354,NaN,NaN,NaN
2025-06-17,0.14864,NaN,NaN,NaN
2025-06-18,0.148,NaN,NaN,NaN
2025-06-19,0.14778,NaN,NaN,NaN
2025-06-20,0.14462,NaN,NaN,NaN
2025-06-21,0.13804,NaN,NaN,NaN
2025-06-22,0.13366,NaN,NaN,NaN
2025-06-23,0.15165,NaN,NaN,NaN
2025-06-24,0.15406,NaN,NaN,NaN
2025-06-25,0.14994,NaN,NaN,NaN
2025-06-26,0.1429,NaN,NaN,NaN
2025-06-27,0.14604,NaN,NaN,NaN
2025-06-28,0.14783,NaN,NaN,NaN
2025-06-29,0.15273,NaN,NaN,NaN
2025-06-30,0.15008,NaN,NaN,NaN
2025-07-01,0.14478,NaN,NaN,NaN
2025-07-02,0.1554,NaN,NaN,NaN
2025-07-03,0.15906,NaN,NaN,NaN
2025-07-04,0.15307,NaN,NaN,NaN
2025-07-05,0.15426,NaN,NaN,NaN
2025-07-06,0.15933,NaN,NaN,NaN
2025-07-07,0.15844,NaN,NaN,NaN
2025-07-08,0.16083,NaN,NaN,NaN
2025-07-09,0.17099,NaN,NaN,NaN
2025-07-10,0.1899,NaN,NaN,NaN
2025-07-11,0.19373,NaN,NaN,NaN
2025-07-12,0.1974,NaN,NaN,NaN
2025-07-13,0.24153,NaN,NaN,NaN
2025-07-14,0.23692,NaN,NaN,NaN
2025-07-15,0.23312,NaN,NaN,NaN
2025-07-16,0.23633,NaN,NaN,NaN
2025-07-17,0.27663,NaN,NaN,NaN
2025-07-18,0.25967,NaN,NaN,NaN
2025-07-19,0.26666,NaN,NaN,NaN
2025-07-20,0.271,NaN,NaN,NaN
2025-07-21,0.27135,NaN,NaN,NaN
2025-07-22,0.2755,NaN,NaN,NaN
2025-07-23,0.24528,NaN,NaN,NaN
2025-07-24,0.23919,NaN,NaN,NaN
2025-07-25,0.25861,NaN,NaN,NaN
2025-07-26,0.27989,NaN,NaN,NaN
2025-07-27,0.29174,NaN,NaN,NaN
2025-07-28,0.27164,NaN,NaN,NaN
2025-07-29,0.26381,NaN,NaN,NaN
2025-07-30,0.25579,NaN,NaN,NaN
2025-07-31,0.25097,NaN,NaN,NaN
2025-08-01,0.2411,NaN,NaN,NaN
2025-08-02,0.23009,NaN,NaN,NaN
2025-08-03,0.2487,NaN,NaN,NaN
2025-08-04,0.2523,NaN,NaN,NaN
